,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
24278,Can hear a bee's wings,Yes,Unshakable resolve,Can instantly copy any movement or pattern,None,Maintains status quo,Black Leather Moto Jacket with Green Snakeskin Crew,Self-induced illusions fade,Black Neo with Mirror Lens,White Leather Combat Cuff Boot,Can put up a fight,5,8,10,11,12,4,1,1,,Black Long Sai,Shaded Circle,,,,Silver Eyebrow Ring,,,,,Pink,Light Brown,Asymmetrical Bob,Light Rain,Black Patent Leather Leggins
24279,Can hear a bee's wings,Yes,Can eat just one potato chip,Two left feet,None,Your significant other's mom loves you,Black Leather Tank,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Leather Neo Combat Boot,Can put up a fight,8,11,10,3,15,4,1,1,,Silver Gun,Valknut,Shaded Circle,,Valknut,,,,,,Natural,Light Brown,Low Ponytail,Medium Rain,Black Cotton Leggings
24280,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Getting the hang of it,None,Nobody's buying it,Black Cotton Tank,Appreciation for the complexity of human behavior,,Green Knee High Leather Boots,Can take on five enemies at once,2,12,12,5,11,9,1,1,,Black Long Sai,,Equality Sign,,,,,,Scowl,,Natural,Light Grey,Faux Hawk,Light Rain,Black Leather Pants with Buckles
24281,Can hear a bee's wings,Yes,True grit,A gelatinous blob,None,Your significant other's mom loves you,Charcoal Black Cotton Longsleeve with Zipper,Laughing at your mistakes,Black Hex with Purple Polarized Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,8,10,10,1,9,4,1,1,,Black Short Sai,,Interlocking Circles,,,,,Thick Leather,Smirk,,Neon Red,Black,Mohawk,Light Rain,Black Cotton Martial Arts Pants
24282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24283,You've got a bad feeling about this,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Black Leather Longsleeve with Zipper,Laughing at your mistakes,Black Neo with Black Lens,Black Leather Combat Cuff Boot,The gym stops to watch you lift,5,10,9,4,11,8,1,1,,Black Submachine Gun,,,,,,,,,,Natural,Light Brown,Pulled Back Short,Light Rain,Black Leather Leggings
24284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24285,Can smell fear,Yes,Surprising resilience,Pretty light on your feet,None,People smile back at you,Black Leather Moto Jacket with Green Leather Crew,Accepting the impermanence of things,,Black Leather Combat Cuff Boot,Scrappy,6,11,14,6,8,5,1,1,Dark Wood Staff,Katana with Black Handle and Gold Blade,,,,,,,,Smirk,,Natural,Auburn,,Light Rain,Black Patent Leather Leggins
24286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24287,Can hear a bee's wings,Yes,Incredible moral fiber,Getting the hang of it,None,People smile back at you,Black Patent Leather Longsleeve Crew,Accepting the impermanence of things,,White Leather Combat Cuff Boot,Can put up a fight,6,11,10,5,11,4,1,1,,,,,,,,,,Scowl,,Light Purple,Dark Brown,Long Straight Bangs,Heavy Rain,Green Leather Pants with Buckles
24288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24290,Can hear a heartbeat a mile away,Yes,Quiet confidence,Running circles around enemies,None,People smile back at you,Black Leather Moto Jacket with Red Cotton Crew,Laughing at your mistakes,Round Black with Black Lens,Patent Black Leather Combat Cuff Boot,I wouldn't mess with you,6,10,12,7,10,6,1,1,,,,,,,,,,Scowl,,Natural,Black,Short Afro Fade,Light Rain,Black Leather Pants with Buckles
24291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24293,Can see around corners,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Could sell ice to an eskimo,Green Patent Leather Longsleeve Crew,Learning to regulate emotions,Black Wayfarer with Black Lens,Green Black Patent Leather Neo Combat Boot,Can take a punch,9,9,11,4,10,3,1,1,,Dark Wood Staff,,,,,Black Earrings,,,Smirk,Beard,Natural,Dark Brown,Short Afro Fade,Medium Rain,Green Patent Leather Leggins
24294,Can hear a bee's wings,Yes,Unshakable resolve,Two left feet,None,Glossophobia,Green Leather Trench Coat with Black Cotton Oxford and White Tie,Self-induced illusions fade,White Futurist with Mirror Lens,Green Leather Combat Cuff Boot,Can take a punch,4,8,10,3,12,3,1,1,Black Gun,Katana with Black Handle and Silver Blade,,,,,,,,Scowl,Stubble,Natural,Auburn,Short Curly Fade,Medium Rain,Red Cotton Wool Slacks with Buckles
24295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24298,You've got a bad feeling about this,Yes,Unshakable resolve,Two left feet,None,People smile back at you,Black Patent Leather Moto Jacket with Charcoal Leather Crew,Appreciation for the complexity of human behavior,Black Morpheus with Dark Mirrored Lens,Patent Black Leather Combat Cuff Boot,Scrappy,6,12,9,3,12,5,1,1,,,,,,,,,,,Stubble,Light Blue,Light Grey,Short Messy,Light Rain,Black Cotton Leggings
24299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24304,Can see around corners,Yes,Incredible moral fiber,Hypersonic Flight,None,Maintains status quo,Green Leather Moto Jacket with Red Cotton Crew,Laughing at your mistakes,,Patent Green Leather Combat Cuff Boot,Can take a punch,5,10,11,19,11,3,1,1,,,,,,,,,,Smirk,,Natural,Light Brown,Asymmetrical Bob,Light Rain,Red Cotton Leggings
24305,Can hear a heartbeat a mile away,Yes,Last one standing,Two left feet,None,People smile back at you,Black Snakeskin Longsleeve Crew,Laughing at your mistakes,Black Wayfarer with Black Lens,Red Snakeskin Combat Cuff Boot,I wouldn't mess with you,6,10,12,3,14,6,1,1,Black Submachine Gun,,,,,,,,,,,Neon Red,Black,Pulled Back Short,Medium Rain,Green Leather Pants with Buckles
24306,Can see over the horizon,Yes,Steps forward as others flee,Pretty light on your feet,None,You're a bit of a charmer,Black Leather Longsleeve Crew,Laughing at your mistakes,,Red Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,7,10,13,6,13,2,1,1,,,,,,,,,,Scowl,,Natural,Dark Brown,Short Coil,Light Rain,Black Cotton Leggings
24307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24309,Can see around corners,Yes,Quiet confidence,Sleep paralysis,None,Could sell ice to an eskimo,Black Patent Leather Longsleeve Crew,Laughing at your mistakes,Round Silver with Mirror Lens,White Leather Combat Cuff Boot,Can take a punch,9,10,11,2,10,3,1,1,,Black Gun,Intersecting Squares,,,,,,,,,Natural,Light Grey,Long Messy,Heavy Rain,Red Cotton Wool Slacks with Buckles
24310,Can see over the horizon,Yes,Steps forward as others flee,Getting the hang of it,None,Maintains status quo,Green Cotton Longsleeve with Zipper,You have a childlike sense of wonder,Translucent Hex with Red Polarized Lens,Black Leather Combat Cuff Boot,Can put up a fight,5,7,13,5,13,4,1,1,Katana with Black Handle and Silver Blade,,,Shaded Circle,,,,,,,Beard,Pink,Light Brown,Mohawk,Light Rain,White Leather Leggings
24311,Can see around corners,Yes,Steps forward as others flee,Two left feet,None,Maintains status quo,Black Cotton Martial Arts Top,Self-induced illusions fade,,Black Knee High Leather Boots,Can take a punch,5,8,11,3,13,3,1,1,Silver Gun,Katana with Black Handle and Silver Blade,,,,,,,,Smirk,Stubble,Natural,Light Brown,Asymmetrical Bob,Medium Rain,Black Snakeskin Pants with Buckles
24312,Can hear a heartbeat a mile away,Yes,Last one standing,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Green Patent Leather Tunic with Buttons,Appreciation for the complexity of human behavior,,White Patent Leather Knee High Boots,Can put up a fight,7,12,12,4,14,4,1,1,,,,,,,"Black Nose, Lip",Leather Choker,,Smirk,,Pink,Dark Brown,Faux Hawk,Light Rain,Green Cotton Wool Slacks with Buckles
24313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24314,Can see around corners,Yes,Quiet confidence,Running circles around enemies,None,Maintains status quo,Black Patent Leather Tank,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Patent Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,5,11,11,7,10,2,1,1,,Katana with Black Handle and Gold Blade,,,Triforce,Valknut,,,Studded Leather,,,Yellow,Light Brown,Medium Curly Bob,Medium Rain,Green Leather Pants with Buckles
24315,Nothing gets past you,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Black Leather Trench Coat with White Cotton Oxford and Black Tie,Accepting the impermanence of things,Black Wayfarer with Black Lens,Black Knee High Leather Boots,Can take a punch,4,11,6,4,8,3,1,1,,,,,,,,,,Smirk,,Natural,Black,Short Pixie,Medium Rain,Green Cotton Wool Slacks with Buckles
24316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24318,Heightened senses,Yes,Unshakable resolve,Running circles around enemies,None,People smile back at you,Black Cotton Martial Arts Top,Laughing at your mistakes,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,6,10,7,7,12,4,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,,,Natural,Blonde,Faux Hawk,Heavy Rain,White Cotton Martial Arts Pants
24319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24320,Can see around corners,Yes,Steps forward as others flee,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Red Patent Leather Mandarin Tunic,You know the sound of one hand clapping,Black Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,7,13,11,4,13,3,1,1,Dark Wood Staff,Dark Wood Staff,,,,,Black Earrings,,,Scowl,,Light Blue,Light Grey,Short Pixie,Medium Rain,Black Cotton Wool Slacks with Buckles
24321,You've got a bad feeling about this,Yes,Surprising resilience,A gelatinous blob,None,Glossophobia,Black Patent Leather Moto Jacket with Charcoal Leather Crew,Appreciation for the complexity of human behavior,Translucent Hex with Red Polarized Lens,Black Leather Combat Cuff Boot,Paper hands,4,12,9,1,8,1,1,1,,,,,,,,,,,Mustache,Light Purple,Light Brown,Asymmetrical Bob,Light Rain,Black Leather Leggings
24322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24327,You've got a bad feeling about this,Yes,Quiet confidence,Getting the hang of it,None,You're a bit of a charmer,Red Leather Trench Coat with Black Cotton Tank,Appreciation for the complexity of human behavior,,Black Snakeskin Combat Cuff Boot,Can take a punch,7,12,9,5,10,3,1,1,,,,,,,Silver Earrings,Leather Cuff,,,Stubble,Natural,Auburn,Buzz Cut,Medium Rain,Black Cotton Leggings
24328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24330,You've got a bad feeling about this,Yes,Unshakable resolve,Getting the hang of it,None,Glossophobia,Black Leather Moto Jacket with Charcoal Cotton Crew,Laughing at your mistakes,Black Morpheus with Dark Mirrored Lens,Green Black Patent Leather Neo Combat Boot,Scrappy,4,10,9,5,12,5,1,1,,,,,,,Black Earrings,,,,,Natural,Light Brown,Short Messy,Light Rain,Black Leather Pants with Buckles
24331,You've got a bad feeling about this,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,Green Patent Leather Mandarin Trench Coat,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Green Black Patent Leather Neo Combat Boot,I wouldn't mess with you,5,11,9,3,11,6,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,,,Natural,Black,Short Curly Fade,Light Rain,Green Patent Leather Pants with Buckles
24332,Can see around corners,Yes,Quiet confidence,Two left feet,None,People smile back at you,Black Leather Moto Jacket with Red Cotton Crew,Accepting the impermanence of things,Black Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,6,11,11,3,10,4,1,1,,Katana with White Handle and Silver Blade,,,,,,,,Smirk,,Light Purple,Dark Brown,Low Ponytail,Light Rain,Green Cotton Wool Slacks with Buckles
24333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24339,Nothing gets past you,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Could probably convince a small child,Black Cotton Crewneck Tunic,You have walked the manifold path,Black Neo with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,3,14,6,4,11,4,1,1,,Katana with Black Handle and Silver Blade,,,,,Black Earrings,,,,,Natural,Dark Brown,Short Curly Fade,Medium Rain,Black Patent Leather Pants with Buckles
24340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24341,Can see around corners,Yes,Quiet confidence,Pretty light on your feet,None,You're a bit of a charmer,Black Leather Moto Jacket with Red Cotton Crew,Laughing at your mistakes,Black Wayfarer with Black Lens,Black Knee High Leather Boots,Can take a punch,7,10,11,6,10,3,1,1,Katana with White Handle and Gold Blade,Black Gun,,Equality Sign,,,Black Earrings,,,Scowl,,Natural,Blonde,Pulled Back Short,Heavy Rain,Black Cotton Wool Slacks with Buckles
24342,Can hear a heartbeat a mile away,Yes,Quiet confidence,Running circles around enemies,None,People follow you blindly,Black Cotton Tank,You know the sound of one hand clapping,Black Neo with Black Lens,Black Leather Neo Combat Boot,Can put up a fight,11,13,12,7,10,4,1,1,,Katana with Black Handle and Gold Blade,,,Shaded Circle,Shriking Shaded Squares,Silver Earrings,Leather Choker,,,,Green,Black,Short Pixie,Light Rain,Black Cotton Wool Slacks with Buckles
24343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24344,You've got a bad feeling about this,Yes,Quiet confidence,Two left feet,None,Maintains status quo,Black Patent Lather Trench Coat with Black Cotton Oxford and Green Tie,Laughing at your mistakes,Round Black with Black Lens,Green Snakeskin Knee High Boots,Can put up a fight,5,10,9,3,10,4,1,1,Katana with White Handle and Silver Blade,Dark Wood Staff,,,,,,,,Smirk,,Light Purple,Black,Buzz Cut,Light Rain,Green Leather Leggings
24345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24346,Can hear a bee's wings,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,Your significant other's mom loves you,Green Leather Tank,Self-induced illusions fade,Black Neo with Black Lens,Black Leather Combat Cuff Boot,I wouldn't mess with you,8,8,10,4,9,6,1,1,,Katana with Black Handle and Silver Blade,,Alchemy,Valknut,,,,,,,Natural,Blonde,Braids,Medium Rain,Black Patent Leather Leggins
24347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24352,Can hear a heartbeat a mile away,Yes,Unshakable resolve,Two left feet,None,Glossophobia,Green Cotton Longsleeve Crew,You know the sound of one hand clapping,,Patent Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,4,13,12,3,12,2,1,1,,,Shaded Circle,,,,,,Thick Leather,Meditative,Mustache,Natural,Dark Brown,Buzz Cut,Light Rain,Green Cotton Martial Arts Pants
24353,Can hear a bee's wings,Yes,Unshakable resolve,Two left feet,None,Your significant other's mom loves you,Black Leather Longsleeve Crew,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,8,12,10,3,12,3,1,1,Katana with Black Handle and Silver Blade,Dark Wood Staff,,,,,,,,Scowl,,Natural,Dark Brown,Long Messy,Medium Rain,Black Leather Pants with Buckles
24354,You've got a bad feeling about this,Yes,Incredible moral fiber,Always picked first,None,Maintains status quo,White Leather Crewneck Tunic,Laughing at your mistakes,,Patent Black Leather Combat Cuff Boot,Can take a punch,5,10,9,8,11,3,1,1,,,,Intersecting Triangles,,,Silver Earrings,,,Meditative,,Natural,Light Brown,Short Updo,Medium Rain,Green Cotton Leggings
24355,Can hear a bee's wings,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,Black Leather Trench Coat with Black Snakeskin Tank,Learning to regulate emotions,Black Hex with Purple Polarized Lens,Black Snakeskin Combat Cuff Boot,Can put up a fight,5,9,10,3,11,4,1,1,Phone,,,,,,,,,,,Natural,Black,Short Afro Fade,Medium Rain,Black Leather Leggings
24356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24357,Can hear a bee's wings,Yes,Unshakable resolve,Getting the hang of it,None,Others are helpless to deny you,Black Leather Longsleeve Crew,You know the sound of one hand clapping,Round Black with Black Lens,Patent Black Leather Combat Cuff Boot,Scrappy,13,13,10,5,12,5,1,1,Black Shotgun,,,,,,"Black Nose, Lip",,,Scowl,,Green,Auburn,Short Sideswept Fringe,Medium Rain,Black Cotton Leggings
24358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24360,You’ll look for a left-handed broom,Yes,Unshakable resolve,Getting the hang of it,None,People follow you blindly,Green Leather Trench Coat with Black Cotton Oxford and Red Tie,You know the sound of one hand clapping,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,11,13,3,5,12,3,1,1,,Katana with Black Handle and White Blade,,,,,,,,Scowl,,Natural,Light Brown,Short Coil,Light Rain,Black Cotton Wool Slacks with Buckles
24361,You've got a bad feeling about this,Yes,Steps forward as others flee,Two left feet,None,People smile back at you,Black Patent Leather Moto Jacket with White Patent Leather Crew,Deeper truths are apparent,,White Knee High Leather Boots,Paper hands,6,16,9,3,13,1,1,1,,Gold Staff,,,,,,,,Meditative,,Natural,Light Brown,Pulled Back Short,Medium Rain,Black Cotton Leggings
24362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24368,Can hear a heartbeat a mile away,Yes,Quiet confidence,Sleep paralysis,None,People smile back at you,Red Cotton Longsleeve Crew,Laughing at your mistakes,,White Knee High Leather Boots,Scrappy,6,10,12,2,10,5,1,1,Phone,Black Short Sai,,,,,Black Erl,Leather Choker,Studded Leather,Smirk,,Natural,Light Brown,Medium Curly Bob,Light Rain,Black Patent Leather Pants with Buckles
24369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24371,You've got a bad feeling about this,Yes,Incredible moral fiber,Two left feet,None,People smile back at you,Black Cotton Tank,Reality is seen as it is,,Green Knee High Leather Boots,Can take a punch,6,15,9,3,11,3,1,1,,Dark Wood Staff,,,,,,,,,,Natural,Light Brown,Faux Hawk,Light Rain,Black Cotton Wool Slacks with Buckles
24372,You've got a bad feeling about this,Yes,Quiet confidence,Two left feet,None,You win without playing,Green Cotton Tank,Laughing at your mistakes,,Black Leather Combat Cuff Boot,Can put up a fight,14,10,9,3,10,4,1,1,Black Shotgun,Silver Staff,Interlocking Circles,,Shaded Triangle,Shaded Moon Patterns,Black Earrings,,Thick Leather,Meditative,Mustache,Dark Blue,Light Brown,Short Updo,Light Rain,Green Cotton Wool Slacks with Buckles
24373,You've got a bad feeling about this,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Your significant other's mom loves you,Black Leather Moto Jacket with Black Cotton Crew,Accepting the impermanence of things,Black Neo with Mirror Lens,Green Leather Neo Combat Boot,Can take a punch,8,11,9,4,10,3,1,1,,Silver Staff,,,,,Silver Earrings,,,Scowl,,Natural,Black,Short Curly Fade,Light Rain,Black Leather Pants with Buckles
24374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24376,You've got a bad feeling about this,Yes,Quiet confidence,Sleep paralysis,None,You're a bit of a charmer,Black Cotton Longsleeve Crew,Laughing at your mistakes,Black Wayfarer with Black Lens,Red Leather Neo Combat Boot,Can put up a fight,7,10,9,2,10,4,1,1,,,,,,,,Leather Choker,Thick Leather,,Mustache,Pink,Light Brown,Short Sideswept Fringe,Light Rain,Red Cotton Wool Slacks with Buckles
24377,Can hear a heartbeat a mile away,Yes,Begrudging participant,Can walk and chew gum AT THE SAME TIME (good job!),None,Your significant other's mom loves you,White Leather Trench Coat with Black Cotton Tank,Appreciation for the complexity of human behavior,Black Morpheus with Dark Mirrored Lens,Black Snakeskin Combat Cuff Boot,Can take a punch,8,12,12,4,6,3,1,1,,,,Shaded Circle,,,,,,,,Natural,Black,Bob with Fringes,Medium Rain,Black Cotton Leggings
