,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
19458,White,Updo Bun,Light Grey,None,Gray Jumpsuit,None,White Canvas Sneaker with White Sole,None,None,Silver Aviators,Stud Earring,None
19459,White,Long Afro,Black,None,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,None
19460,White,Long Afro,Black,Stubble,Navy Oxford with Buttons,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,None
19461,White,Updo Bun,Dark Brown,Mustache,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki,Black Suede Chelseas with Brown Sole,None,None,None,None,Brown Leather Briefcase
19462,White,Low Ponytail,Blonde,None,Blue Longsleeve,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,None,None
19463,White,Buzz Cut,Dark Brown,None,Blue Longsleeve,Navy Slacks,Black Leather Shoes with Laces,Two Rings,Navy Blue Workers Cap,None,None,Lunchbox
19464,White,None,Black,Goatee,Khaki Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
19465,White,Straight Sideswept Fringe,Blonde,None,Light Gray Longsleeve,Light-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,None
19466,White,Short Afro Fade,Light Brown,Stubble,Brown Cardigan with Tan Oxford Shirt,Navy Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Blue Lunchbox
19467,White,Short Afro Fade,Dark Brown,None,Red Longsleeve,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Brown Leather Briefcase
19468,White,Short Afro Fade,Black,None,Navy Oxford with Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Rosegold Aviators,None,Brown Leather Briefcase
19469,White,Short Messy,Dark Brown,Stubble,Tan Blazer with Off-White Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,Two Rings,None,None,None,None
19470,White,Long Afro,Dark Brown,None,Dark Gray Longsleeve,Khaki,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
19471,White,Long Messy,Black,None,Charcoal Blazer with Light Blue Shirt and No Tie,Blue Denim,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
19472,White,Updo Bun,Light Grey,Thin,Khaki Oxford with Buttons,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Lunchbox
19473,White,Updo Bun,Blonde,None,Gray Oxford with Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
19474,White,Short Updo,Auburn,None,Olive Oxford with Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,Black Smartphone
19475,White,Low Ponytail,Black,None,Navy Blazer with Striped Shirt and No Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Leather Briefcase
19476,White,Short Afro Fade,Dark Brown,None,Khaki Oxford with Pocket,Khaki Slacks,Black Leather Shoes with Laces,None,None,None,None,None
19477,White,Short Messy,Black,None,Blue Longsleeve,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
19478,White,Short Coil,Light Brown,None,Gray Oxford with Buttons,Navy Slacks,Tan Suede Workboot with Tan Sole,Two Rings,None,None,None,None
19479,White,Short Afro Fade,Light Grey,None,Tan Blazer with Off-White Shirt and Tan Tie,Khaki Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,Stud Earring,None
19480,White,Medium Curly Bob,Black,None,Navy Jumpsuit,None,Redbrown Leather Workboot with Brown Sole,None,None,None,None,None
19481,White,None,Black,None,Navy Blazer with Striped Shirt and No Tie,Gray Slacks,Black Suede Chelseas with Brown Sole,None,Navy Blue Workers Cap,None,None,None
19482,White,Buzz Cut,Light Grey,Stubble,Light Gray Longsleeve,Light-Wash Denim,Black Leather Shoes with Laces,None,Purple Workers Cap,None,None,None
19483,White,Short Coil,Auburn,None,Light Gray Longsleeve,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Brown Leather Briefcase
19484,White,Long Messy,Light Grey,Goatee,Navy Blazer with Striped Shirt and No Tie,Dark-Wash Denim,White Leather Sneaker with Grey Sole,Two Rings,None,Rosegold Aviators,None,Black Smartphone
19485,White,Long Messy,Dark Brown,None,Navy Oxford with Tie,Dark-Wash Denim,Black Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
19486,White,Short Afro Fade,Auburn,Stubble,Gray Blazer with Black Shirt and No Tie,Navy Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
19487,White,Low Ponytail,Light Brown,None,Khaki Oxford with Buttons,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,None
19488,White,Buzz Cut,Light Grey,None,Denim Jumpsuit,None,Tan Suede Workboot with Tan Sole,None,Tan Workers Cap,None,None,Blue Lunchbox
19489,White,Short Coil,Light Brown,Goatee,Charcoal Blazer with Light Blue Shirt and No Tie,Blue Denim,White Leather Sneaker with Grey Sole,None,None,None,None,Blue Lunchbox
19490,White,Short Messy,Auburn,None,Navy Oxford with Tie and Pocket,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,None
19491,White,Short Coil,Light Brown,None,Khaki Oxford with Tie and Pocket,Dark-Wash Denim,Black Leather Shoes with Laces,None,None,Rosegold Aviators,None,None
19492,White,Long Messy,Dark Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Gray Slacks,Redbrown Leather Workboot with Brown Sole,Two Rings,None,None,None,Black Leather Briefcase
19493,White,None,Dark Brown,None,Navy Jumpsuit,None,Redbrown Leather Workboot with Brown Sole,None,Tan Workers Cap,None,None,Black Smartphone
19494,White,Short Pixie,Blonde,Goatee,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki,Black Suede Chelseas with Brown Sole,None,None,None,None,None
19495,White,Short Afro Fade,Light Grey,None,Blue Longsleeve,Khaki Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Lunchbox
19496,White,Low Ponytail,Light Brown,Mustache,Light Gray Longsleeve,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Black Smartphone
19497,White,Short Afro Fade,Light Grey,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Light Blue Smartphone
19498,White,Long Messy,Dark Brown,None,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,None,Black Leather Briefcase
19499,White,Short Updo,Blonde,Mustache,Gray Blazer with Black Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,None,None
19500,White,Low Ponytail,Light Brown,Thin,Navy Blazer with Striped Shirt and No Tie,Khaki,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,Lunchbox
19501,White,Buzz Cut,Light Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
19502,White,Long Messy,Black,None,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,None,None,None,None,None
19503,White,Short Afro Fade,Black,None,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,None,None,Rosegold Aviators,None,None
19504,White,Buzz Cut,Black,Goatee,Navy Oxford with Pocket,Light-Wash Denim,Redbrown Leather Workboot with Brown Sole,Two Rings,None,Silver Aviators,None,Black Smartphone
19505,White,None,Light Brown,None,Olive Cardigan with Light Gray Oxford Shirt,Gray Slacks,Brown Leather Shoes with Laces,Two Rings,Tan Workers Cap,None,None,Black Leather Briefcase
19506,White,None,Light Grey,None,Khaki Oxford with Pocket,Navy Slacks,Black Suede Chelseas with Brown Sole,None,Tan Workers Cap,None,None,Brown Leather Briefcase
19507,White,None,Light Brown,None,Khaki Jumpsuit,None,Redbrown Leather Workboot with Brown Sole,None,Tan Workers Cap,None,None,Black Smartphone
19508,White,Low Ponytail,Blonde,None,Khaki Oxford with Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
19509,White,Medium Curly Bob,Black,None,Olive Oxford with Pocket,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,Lunchbox
19510,White,Low Ponytail,Blonde,Stubble,Navy Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Black Smartphone
19511,White,None,Dark Brown,None,Gray Blazer with Black Shirt and No Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Rosegold Aviators,None,None
19512,White,Short Pixie,Blonde,Goatee,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,None,None
19513,White,Short Afro Fade,Black,None,Charcoal Blazer with Light Blue Shirt and No Tie,Gray Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
19514,White,Short Afro Fade,Light Grey,None,Light Gray Longsleeve,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,None,Stud Earring,Black Smartphone
19515,White,Long Messy,Dark Brown,Mustache,Charcoal Blazer with Light Blue Shirt and Black Tie,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Leather Briefcase
19516,White,Low Ponytail,Auburn,Stubble,Khaki Oxford with Buttons,Charcoal Slacks,Black Leather Shoes with Laces,None,None,Rosegold Aviators,None,None
19517,White,Long Messy,Black,None,Dark Gray Cardigan with Beige Longsleeve Shirt,Khaki Slacks,Black Leather Shoes with Laces,Two Rings,None,Silver Aviators,None,Light Blue Smartphone
19518,White,None,Light Brown,None,Gray Jumpsuit,None,White Canvas Sneaker with White Sole,None,Tan Workers Cap,Black Books,None,None
19519,White,Buzz Cut,Black,None,Dark Gray Cardigan with Light Gray Oxford Shirt,Charcoal Slacks,Black Leather Shoes with Laces,None,Navy Blue Workers Cap,None,None,Black Smartphone
19520,White,Long Straight Bangs,Blonde,None,Olive Oxford with Buttons,Navy Slacks,Black Leather Shoes with Laces,None,None,None,None,Black Smartphone
19521,White,Short Coil,Light Grey,Goatee,Tan Blazer with Off-White Shirt and Tan Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,None,Blue Lunchbox
19522,White,Short Pixie,Dark Brown,None,Khaki Oxford with Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
19523,White,None,Light Brown,Mustache,Dark Gray Longsleeve,Light-Wash Denim,Black Leather Shoes with Laces,None,Navy Blue Workers Cap,Black Books,None,Lunchbox
19524,White,Short Messy,Black,None,Red Longsleeve,Dark-Wash Denim,White Leather Sneaker with Grey Sole,None,None,None,None,Brown Leather Briefcase
19525,White,Medium Curly Bob,Dark Brown,None,Olive Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Black Smartphone
19526,White,Straight Sideswept Fringe,Light Brown,Stubble,Navy Oxford with Tie,Navy Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Black Smartphone
19527,White,Short Pixie,Light Brown,None,Navy Oxford with Buttons,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Leather Briefcase
19528,White,Medium Curly Bob,Light Brown,None,Navy Oxford with Tie and Pocket,Light-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Smartphone
19529,White,Medium Curly Bob,Auburn,None,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Smartphone
19530,White,None,Blonde,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Khaki,Black Suede Chelseas with Brown Sole,None,None,Rosegold Aviators,Stud Earring,Black Leather Briefcase
19531,White,Long Messy,Light Brown,None,Navy Oxford with Buttons,Gray Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Brown Leather Briefcase
19532,White,Updo Bun,Black,Stubble,Olive Oxford with Buttons,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,Lunchbox
19533,White,Short Messy,Light Grey,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Light-Wash Denim,Black Suede Chelseas with Brown Sole,Two Rings,None,Rosegold Aviators,None,Black Smartphone
19534,White,Long Afro,Black,None,Dark Gray Cardigan with Tan Oxford Shirt,Navy Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
19535,White,Medium Curly Bob,Auburn,None,Light Gray Cardigan with Beige Longsleeve Shirt,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Brown Leather Briefcase
19536,White,None,Dark Brown,Stubble,Khaki Oxford with Tie,Navy Slacks,White Leather Sneaker with Grey Sole,Two Rings,Tan Workers Cap,None,Stud Earring,Brown Leather Briefcase
19537,White,Short Afro Fade,Black,None,Light Gray Cardigan with Beige Oxford Shirt,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
19538,White,Long Messy,Light Brown,None,Navy Jumpsuit,None,Brown Leather Shoes with Laces,None,None,None,None,None
19539,White,Buzz Cut,Light Brown,None,Light Gray Longsleeve,Light-Wash Denim,Black Leather Shoes with Laces,None,Purple Workers Cap,None,None,Black Leather Briefcase
19540,White,Short Messy,Black,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Brown Leather Briefcase
19541,White,Updo Bun,Dark Brown,None,Olive Oxford with Tie,Gray Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,Lunchbox
19542,White,Buzz Cut,Light Grey,None,Gray Blazer with Black Shirt and No Tie,Khaki Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Leather Briefcase
19543,White,Updo Bun,Black,None,Light Gray Longsleeve,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,Stud Earring,Brown Leather Briefcase
19544,White,Straight Sideswept Fringe,Blonde,None,Navy Oxford with Tie,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,None
19545,White,Medium Curly Bob,Black,Goatee,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,None
19546,White,None,Light Brown,None,Navy Oxford with Buttons,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,Stud Earring,Black Smartphone
19547,White,Short Afro Fade,Light Grey,None,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,Black Leather Briefcase
19548,White,Short Pixie,Light Brown,None,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,None,None
19549,White,Long Straight Bangs,Light Brown,Mustache,Dark Gray Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Rosegold Aviators,None,Brown Leather Briefcase
19550,White,Straight Sideswept Fringe,Black,None,Navy Oxford with Tie,Charcoal Slacks,Black Leather Shoes with Laces,None,None,Black Books,Stud Earring,Black Leather Briefcase
19551,White,Short Pixie,Light Brown,None,Blue Longsleeve,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,Brown Leather Briefcase
19552,White,Low Ponytail,Dark Brown,None,Navy Blazer with Striped Shirt and No Tie,Khaki,Black Leather Shoes with Laces,Two Rings,None,None,None,Black Smartphone
19553,White,Medium Curly Bob,Light Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,None
19554,White,Medium Curly Bob,Black,None,Tan Blazer with Off-White Shirt and Tan Tie,Light-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
19555,White,Straight Sideswept Fringe,Black,None,Navy Oxford with Buttons,Charcoal Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,Brown Leather Briefcase
19556,White,Buzz Cut,Blonde,None,Charcoal Blazer with Light Blue Shirt and No Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,None
19557,White,Long Messy,Black,None,Navy Oxford with Buttons,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Lunchbox
19558,White,Short Afro Fade,Black,None,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,Black Smartphone
19559,White,Buzz Cut,Light Brown,Thin,Gray Oxford with Buttons,Khaki Slacks,White Canvas Sneaker with White Sole,None,Tan Workers Cap,None,None,None
19560,White,Short Coil,Auburn,None,Gray Jumpsuit,None,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,None
19561,White,None,Light Brown,Goatee,Blue Longsleeve,Khaki Slacks,White Canvas Sneaker with White Sole,None,Navy Blue Workers Cap,None,None,Brown Leather Briefcase
19562,White,None,Dark Brown,None,Olive Oxford with Buttons,Blue Denim,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
19563,White,Short Messy,Blonde,None,Gray Oxford with Tie and Pocket,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
19564,White,Straight Sideswept Fringe,Light Brown,None,Navy Blazer with Striped Shirt and No Tie,Gray Slacks,Brown Leather Shoes with Laces,None,None,None,Stud Earring,Black Leather Briefcase
19565,White,Short Coil,Light Brown,None,Olive Oxford with Buttons,Gray Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,None
19566,White,Short Messy,Auburn,None,Blue Longsleeve,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Brown Leather Briefcase
19567,White,Short Coil,Blonde,None,Blue Longsleeve,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,Brown Leather Briefcase
19568,White,Short Coil,Dark Brown,None,Dark Gray Cardigan with Beige Longsleeve Shirt,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,Stud Earring,Brown Leather Briefcase
